tag_name;cim_obj_id;cim_network_id;cim_obj;odata_type;cim_notify;function
N42215_7689;_3a597bc1-963b-4c43-a21b-f31d41fa5ecb;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_4315960_E;_166215b7-7d45-429f-92f3-ee0c0b04f453;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_62455_m;_1cba9295-c738-47c9-ab1c-57ce8607c3f1;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24540_FAILSAFE_IN_OP;_fbca3359-b08d-477d-bf58-5903d04a7d60;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24540_FAILSAFE_IN_OP,SS24540_FAILSAFE_IN_OP,1,IccpApi)
N51P0046_SDL06;_b880a25a-d92c-4284-a563-dad97abe482a;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_857166_H;_e61ea31f-3ff0-4f86-a375-404134fa72f3;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_133707_m;_df128ea0-d9cd-473a-a518-31b057fc590d;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4287568_E;_fcb4e805-8f51-4c4a-ba8f-13905e269569;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
S24480_ANM_MW_IMP_SP;_99166019-86e1-423f-a084-986c5f489450;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24480_ANM_MW_IMP_SP,CS24480_ANM_MW_IMP_SP,1,IccpApi)
N890054_CB2H0;_87e1f3eb-0e68-401f-89d4-1d8008a7c073;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_912307_H;_e571f99a-4394-4780-ab2b-69499912e9b2;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_250945_p;_ccc82496-cd93-4bb6-9c88-d98267a28a90;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51G0071_CB320;_29d6801d-edf9-4a1a-9cb1-edb2c4729b2f;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51G3049_AND9;_62471c02-2658-4b28-81ab-aa2623345246;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51G0049_CB420;_94565de4-ebd0-4882-b8ff-6222fb61aeb7;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24499_FAILSAFE_IN_OP;_2da98b21-52fa-434a-8012-7c3bf6b4a4c1;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24499_FAILSAFE_IN_OP,SS24499_FAILSAFE_IN_OP,1,IccpApi)
N12P3342_ANB1;_d731c801-cd54-4eb1-b885-fb9f59ce71c6;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
S24675_POSITION_IN_LIFO;_c1049cb6-708d-4fa4-865c-ec0e6bf1681c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;ODataToICCPServer_Analog("EAST_MIDLANDS",S24675_POSITION_IN_LIFO,SS24675_POSITION_IN_LIFO,1,IccpApi)
S24707_HOLD_IN_OP;_38dd2faf-1894-4c90-b7b8-67829ce3ae37;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24707_HOLD_IN_OP,SS24707_HOLD_IN_OP,1,IccpApi)
N51P0044_CB02;_711cc0c0-1198-4779-9423-6093febfa418;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N898555_7687_ANA;_b86beb34-a9aa-4b68-94ef-32407458ff76;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N52P0803_AND8;_f4067228-1df2-4f18-be47-bb1494031ae8;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51E3032_SD01;_f28921c2-e192-4c84-afb7-996a3edaa0dd;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24676_ANM_MVAR_EXP_SP;_f013045f-8921-456b-8aae-c497099e7c01;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24676_ANM_MVAR_EXP_SP,CS24676_ANM_MVAR_EXP_SP,1,IccpApi)
S24669_ANM_MVAR_EXP_SP;_68e6b079-f815-4d01-8687-5a22b399b4b1;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24669_ANM_MVAR_EXP_SP,CS24669_ANM_MVAR_EXP_SP,1,IccpApi)
N51G0049_IS324;_8e010e63-6501-47a1-a7a4-4391c4c6ef73;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_657286_H;_232c3d11-bf0d-4752-9f87-a73f2c1d2193;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N880031_HB1S0;_740b590f-2862-4263-b78d-c43a90d4900d;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_HB380;_d632969e-8fae-45c6-921d-09e62adb8ac8;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4368769_E;_871bb0bb-62c0-4018-8e6c-20afb6dd305d;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_3447671_a;_be8ba884-42db-45b9-a1e4-4a7eddc5ff03;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_IS504;_6d04fb7f-904c-45dc-8c13-cf7034d1b996;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4001692_E;_3fc9d412-3752-4e05-9586-963a4807f20a;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_37587_R;_125ad00c-c5b9-4af1-af45-ec6889fd47b5;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_4195001_E;_441327cf-42ae-4d1d-a0ab-003289a1fce7;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24571_FAILSAFE_IN_OP;_6fc8c3ce-8c91-4c6c-ba8b-5805f6b99089;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24571_FAILSAFE_IN_OP,SS24571_FAILSAFE_IN_OP,1,IccpApi)
N12G0320_IS169;_cbc72717-6015-4ba4-809e-2c37eb0442ec;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24518_POSITION_IN_LIFO;_c0f13165-a32e-4400-b348-825fc3d5cf5b;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;ODataToICCPServer_Analog("EAST_MIDLANDS",S24518_POSITION_IN_LIFO,SS24518_POSITION_IN_LIFO,1,IccpApi)
N875119_01ANL_CHES;_640289d5-f164-46c0-acd2-b5f5e3c2c127;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N890094_IS4L3;_bf7fd187-0474-44f8-be1d-cd9c305a9e65;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_324783_m;_5a55dbe4-5d49-4c86-840e-8109e181fb32;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24550_ANM_MW;_823845dd-a004-4f33-be64-5a2d6b891b21;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;
N51G0071_IS324;_a08718f0-c565-4ab9-8e2c-bb95bf90583f;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_92104_u;_464517be-4d7b-4e05-b7a7-6b7f7966d0fc;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_857135_H;_0620bdb9-d0c3-4ecf-853e-998637b27f81;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N898530_CB01;_7023e5c3-d5e3-4fee-af46-dfbb3a376627;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4287488_E;_fedcca58-e33d-4bd1-b4c6-de7a043f261f;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12P3193_HB03;_f3396c35-5cfb-46a9-b010-fcf228f01364;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4195480_E;_3811e601-d173-48ce-8340-2e0b6c992bc1;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
CHES_Tot_ANM_Gens;_8605f462-a26f-4177-9236-5caa3443eba0;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPServer_Float("EAST_MIDLANDS",CHES_Tot_ANM_Gens,SCHES_Tot_ANM_Gens,1,IccpApi)
ALIAS_3810797_y;_d2b2bade-eeb8-49a4-99a8-eee011219ae5;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N890094_IS1S8;_4dc5044c-0d7b-4165-a7c8-493edf380d41;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4013841_E;_8973c804-c516-482d-b9f0-e9586903dfc8;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_IS903;_4897ca11-0fe1-4f74-843d-cc638b5792ce;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_3702500_E;_ad8c52b6-56d7-4cd3-a7ec-f45a635a683c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24679_ACTIVE_IN_LIFO;_187596e3-c349-4658-acf2-1a4001442599;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24679_ACTIVE_IN_LIFO,SS24679_ACTIVE_IN_LIFO,1,IccpApi)
N51P0054_CB02;_6a28c20a-4a76-4021-9035-7e2fba1476bc;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51P0051_ANB3;_2aacec1d-efbd-4593-9f40-b15a8cdc28be;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12P0168_SDB29;_6827f454-e0e2-4dce-8076-0acdfd27aeda;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_IS506;_de88198a-69f4-4559-8fad-1e06b14dd6ba;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G3320_1_CB10;_8ab3d03f-a947-486a-bc3f-546a350ed944;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_92137_u;_6d536a56-6cf9-4857-b8e4-d2d85c820529;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51P0044_ANA0;_15efbb31-8785-43e6-b864-11b8887e5594;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12G0320_ANB5;_ab0c2cdb-b9b8-47c8-871d-450a202a5f84;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_856833_H;_45d77065-f596-44a8-967a-a3e906566d23;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24480_HOLD_IN_OP;_5fd4691a-ca03-4585-8309-eee90e9458b7;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24480_HOLD_IN_OP,SS24480_HOLD_IN_OP,1,IccpApi)
ALIAS_3795784_E;_dc34ce39-e89a-47d9-a0f9-fc99b532a2e8;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51G3063_ANB6;_8f671097-d6a9-4383-bf0c-41d484cfe687;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51G0049_IS424;_c621642c-4db3-456d-9457-1fe3b8e1c6f2;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N898795_CB01;_c1be7479-1286-4953-9757-ccc6fc7245aa;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51G3050_HB07;_b8abd177-7b9d-47d6-b817-11975250d64e;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N42215_7686;_6639d006-b35f-4380-8add-46e5bf1cd495;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12P0321_SDTB4;_03660a9b-0694-4d1a-b17b-098d661d58af;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51G3049_ANB9;_1065302d-7594-49a8-a3e3-551468f88235;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12G3320_1_CB08;_ede7ed6c-25d6-4539-9666-a4e39e6220f2;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_60065_m;_538d1c8e-9ab6-41f8-b74e-64ac628db50f;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24676_HOLD_IN_OP;_c25220a9-9d93-4a45-822e-68610990c6dc;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24676_HOLD_IN_OP,SS24676_HOLD_IN_OP,1,IccpApi)
N890070_CB03;_ea1e0eb9-104b-4f37-be3e-ab8f9c11e6c9;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12P3264_SDL02;_27a19edb-8445-4923-b6f6-48500e4648af;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_3938943_E;_998a8656-4057-4d85-992c-5383e7704f00;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12P0420_SDL03;_68e2c606-bccc-42b4-b094-b6c8488b5019;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51G0180_CB01;_9ecf3208-5b4f-4196-b739-90b1b8df523c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4305147_E;_6bc03ed4-eda2-42dc-861d-be426d470546;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_912278_H;_1b4a7be3-c359-4c79-aff9-1d67cc4df7d9;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_CB160;_2345a16c-57f1-4088-80b8-415fb109c72c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12P3193_ANA3;_26f52cb5-b832-47c2-bd9b-382a5706506a;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_271097_E;_d5ceeadc-bcb7-46fa-bdcb-ee7d5f00aaea;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24680_ANM_MVAR_EXP_SP;_46c9730c-780e-4372-982d-0fb2425632d3;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24680_ANM_MVAR_EXP_SP,CS24680_ANM_MVAR_EXP_SP,1,IccpApi)
N51P0078_SDL02_CHES;_2f8815bd-b9d1-4963-a6ef-57fd12831530;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_3810157_y;_60ba3ce5-a3b9-43ea-a8b7-597a76f29c1d;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51P0055_CB02;_c069f7e1-4882-439a-a37c-f69aa4740d24;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24571_ANM_MW;_0aba7e0c-22df-4b7f-b904-a22bb396ba02;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;
N51P0081_CB02;_43f3b395-5a27-45ec-8435-02ce70637c4c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_856872_H;_1e9289a0-a4ef-4c99-9854-3c3ea05de37e;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51P0044_SDL04;_2668a8ca-6ef6-4d74-af05-506cd0f6ca8e;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_4287521_E;_c263271f-af6d-436f-b62a-9f5867fca42b;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G2511_IS203;_3db87bb9-1ed9-419f-9f15-ed00ee346684;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_271144_E;_5c7aa0bc-bffc-4be6-85cd-af59ddf97d54;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_ANB1;_073d32e1-7b27-48f3-9eb3-c9728eb02ce9;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N898482_7684_ANA;_90462b0e-71da-45cf-8453-f707792e9357;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12G0320_ANG5;_46c6c22e-e207-4591-9c75-dcdde2b5a27c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
S24664_ANM_MW_FAILSAFE_IMP_SP;_bcaf66be-290f-40a5-8b5b-87945794a7f1;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24664_ANM_MW_FAILSAFE_IMP_SP,CS24664_ANM_MW_FAILSAFE_IMP_SP,1,IccpApi)
S24665_ANM_MVAR_EXP_SP;_ea9a524f-a36d-4576-b8eb-3ed9179eef2e;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24665_ANM_MVAR_EXP_SP,CS24665_ANM_MVAR_EXP_SP,1,IccpApi)
N51G3063_ISL09;_b63304f9-4238-4e65-8c42-949a980ca20b;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_2346504_O;_58da2657-6e51-4e15-8783-97fa0f693d7f;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N898432_7686_ANA;_a38a94fa-42a3-4268-b272-d75c59053d01;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51G3049_ANE4;_db65f3d0-db5d-4caf-9b42-25ee3f2e4174;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N890014_CB08;_9398aa1f-43e7-493d-a6b9-378848263f09;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12P2526_SDL4L3;_a0591f71-3829-4c8c-8553-3c365f7434f5;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_912418_H;_f31b9b68-5cff-437e-a59c-2c6f704b60b7;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_ANJ3;_c673eeb2-aa60-4d88-9f29-efc237634597;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12G0320_CB505;_3757c818-2c81-4b94-9c6e-7309b77e17e6;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51P0058_CB01;_44119ff0-ce66-441a-9ef3-b633999d3c95;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24680_COMMS_FAIL;_0823e050-285f-4b10-aea4-c9c66ab6525e;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24665_HOLD_IN_OP;_541df3be-acf3-45f7-80c0-3197369326ef;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24665_HOLD_IN_OP,SS24665_HOLD_IN_OP,1,IccpApi)
ALIAS_212842_m;_3f40ff7b-d37b-4464-83a2-bff557b142f2;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_899443_H;_a1cf013c-9aca-413f-82a3-c800514d60c2;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12P3264_SDTB2;_0495447f-a7d2-482b-bc4a-d91c3e14af13;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51G3050_HB01;_62408c78-10dd-4669-a6b2-02f2ad3b2f60;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51P0051_SDL703;_b3ed51b8-78cd-40c0-bf40-2b0ce15472d9;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_3042276_a;_fc8c990b-5145-42a7-beb4-fbd6e1bc5e30;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N51G3063_ISB06;_5171ff91-d928-43df-b4da-235962fe5741;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12P3193_ANA8;_faa4306c-ae38-4496-be3d-a02c7bc8cebc;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
S24688_HOLD_IN_OP;_4bb9699f-7872-4d68-9e85-3b232b6b667d;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24688_HOLD_IN_OP,SS24688_HOLD_IN_OP,1,IccpApi)
N12G0320_IS203;_6d01e879-e905-41ac-b59f-8cce8f2145ee;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_ANH9;_0c98efb8-46dd-4333-8f87-5e15144e82e3;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
ALIAS_916077_H;_ab32a72b-2290-47ea-a993-9a5f71b446b1;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N12G0320_CB905;_59ca1630-0a6f-43ee-87b0-93523cd4f9ed;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_41142_R;_ce815b0d-0364-4978-a662-bd4c83f3dc7e;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N12G0320_IS186;_fb5bcaa1-675c-4379-a7f1-ad19db78d51c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
N898795_02ANV;_dd0b18a7-5018-48b2-9e71-d8b07fde3e45;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
S24701_ACTIVE_IN_LIFO;_14fd653b-4ebe-488c-b296-bf2e8ebe0081;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24701_ACTIVE_IN_LIFO,SS24701_ACTIVE_IN_LIFO,1,IccpApi)
N12P0547_SDTB;_ec5c9de9-28ca-4580-9e2d-e9cecaf92ee4;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_857184_H;_d2459e6a-1fac-43f3-a5ac-7ec92f442c8b;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
S24526_ANM_MW_IMP_SP;_688d4a46-4e4a-431d-a969-7d4465f8caa4;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24526_ANM_MW_IMP_SP,CS24526_ANM_MW_IMP_SP,1,IccpApi)
ALIAS_4710447_E;_ae9bd6f5-30c1-4960-9179-e15676e14fdc;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24664_ANM_MVAR_FAILSAFE_IMP_SP;_61dfd56b-541b-448c-adb9-3b6f29140500;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24664_ANM_MVAR_FAILSAFE_IMP_SP,CS24664_ANM_MVAR_FAILSAFE_IMP_SP,1,IccpApi)
N51E3042_SD01;_286c8d1c-eb12-4ea6-8295-a94e702f2e43;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
ALIAS_857183_H;_1e4dc534-0774-48c1-a59e-57f61b2d7f4e;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51P0067_CB07;_2b17c8fe-a6ec-43a1-b6cd-c6161474e315;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24684_ANM_MVAR_IMP_SP;_1c5b5998-b936-4dc3-a168-1b6048f111a4;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24684_ANM_MVAR_IMP_SP,CS24684_ANM_MVAR_IMP_SP,1,IccpApi)
N12G0320_IS234;_d171e587-4771-43ed-af52-d1a372b21cd1;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24701_SCADA_MODE;_1fe7dae5-7bf4-48ca-b942-1679236f4afd;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24506_POSITION_IN_LIFO;_276f371d-6509-4649-8ed8-b51c1b3141a7;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;ODataToICCPServer_Analog("EAST_MIDLANDS",S24506_POSITION_IN_LIFO,SS24506_POSITION_IN_LIFO,1,IccpApi)
S24665_ACTIVE_IN_LIFO;_0881398a-13aa-4e13-b3b2-dd99e8a60fc4;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24665_ACTIVE_IN_LIFO,SS24665_ACTIVE_IN_LIFO,1,IccpApi)
N890094_TAANV;_51db33d8-5a36-420a-a20c-3b41dce15a6c;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N890086_03ANR;_5a12bdf2-9f0f-4f21-9b28-f28cf2ba992f;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51G0071_IS203;_cbb7528e-cff0-4302-9602-41356363a213;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24490_ANM_MW_IMP_SP;_c1d02e70-50d8-4435-9411-e795da34f397;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24490_ANM_MW_IMP_SP,CS24490_ANM_MW_IMP_SP,1,IccpApi)
S24701_FAILSAFE_IN_OP;_e4c1cb5b-40b3-43ac-9aa1-b53208d3199b;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24701_FAILSAFE_IN_OP,SS24701_FAILSAFE_IN_OP,1,IccpApi)
N12G0320_CB120;_7beab5a5-39c4-4572-abc8-7488e4b25190;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24664_ANM_MW_IMP_SP;_15b6fe25-7f91-4b68-8f69-b63bdbdf0455;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Float;;false;ODataToICCPClient_Float("EAST_MIDLANDS",S24664_ANM_MW_IMP_SP,CS24664_ANM_MW_IMP_SP,1,IccpApi)
N12G3320_1_01ANV;_feece1c8-6ac1-4486-8733-59354696958f;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51P0081_ANA1;_ab159640-a8f3-4e2b-bdfc-6d3edaf1b856;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Analog;;false;
N51G3050_HB10;_65dc6ef4-e954-43a2-9512-fd1c8bf22df5;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
S24506_HOLD_IN_OP;_47963aaf-2030-4e6b-a120-5a9b0ff654ed;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;ODataToICCPServer_Bool("EAST_MIDLANDS",S24506_HOLD_IN_OP,SS24506_HOLD_IN_OP,1,IccpApi)
N12G0320_IS286;_40cc4087-2ed0-480d-b193-a4ebdc6ee19d;b82ea420-d7fe-43cd-aee8-b039f9c671fc;Bool;;false;
