tag_name;mess_id;my_vcc;block;ts_num;iccp_type;domain_name;flags;sbo_timeout;function
CALIAS_38592_m;ALIAS_38592_m;EAST_MIDLANDS;1;10;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CALIAS_38592_m,ALIAS_38592_m,1,OdataApi)
CALIAS_2258349_E;ALIAS_2258349_E;EAST_MIDLANDS;1;8;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CALIAS_2258349_E,ALIAS_2258349_E,1,OdataApi)
CN23P0112_SDT01;N23P0112_SDT01;EAST_MIDLANDS;1;1;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN23P0112_SDT01,N23P0112_SDT01,1,OdataApi)
CALIAS_449510_r;ALIAS_449510_r;EAST_MIDLANDS;1;8;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CALIAS_449510_r,ALIAS_449510_r,1,OdataApi)
CS22877_ANM_MW;S22877_ANM_MW;EAST_MIDLANDS;1;10;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CS22877_ANM_MW,S22877_ANM_MW,1,OdataApi)
CN23P0372_CB01;N23P0372_CB01;EAST_MIDLANDS;1;1;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN23P0372_CB01,N23P0372_CB01,1,OdataApi)
CN00G0038_IS216;N00G0038_IS216;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN00G0038_IS216,N00G0038_IS216,1,OdataApi)
CN00G0038_132_IS304;N00G0038_132_IS304;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN00G0038_132_IS304,N00G0038_132_IS304,1,OdataApi)
CALIAS_1051017_H;ALIAS_1051017_H;EAST_MIDLANDS;1;1;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_1051017_H,ALIAS_1051017_H,1,OdataApi)
CN00G0038_IS214;N00G0038_IS214;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN00G0038_IS214,N00G0038_IS214,1,OdataApi)
CN900027_03ANW;N900027_03ANW;EAST_MIDLANDS;1;8;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CN900027_03ANW,N900027_03ANW,1,OdataApi)
CN00G0038_IS286;N00G0038_IS286;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN00G0038_IS286,N00G0038_IS286,1,OdataApi)
CALIAS_217520_R;ALIAS_217520_R;EAST_MIDLANDS;1;9;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CALIAS_217520_R,ALIAS_217520_R,1,OdataApi)
CN906387_HB02;N906387_HB02;EAST_MIDLANDS;1;1;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN906387_HB02,N906387_HB02,1,OdataApi)
CS23196_ANM_MW_FAILSAFE_IMP_SP;S23196_ANM_MW_FAILSAFE_IMP_SP;EAST_MIDLANDS;5;1;REAL;POWERON_ZIVWB;;;
CALIAS_4504216_E;ALIAS_4504216_E;EAST_MIDLANDS;1;10;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CALIAS_4504216_E,ALIAS_4504216_E,1,OdataApi)
CN23GA126_CB405;N23GA126_CB405;EAST_MIDLANDS;1;1;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN23GA126_CB405,N23GA126_CB405,1,OdataApi)
CALIAS_32542_m;ALIAS_32542_m;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_32542_m,ALIAS_32542_m,1,OdataApi)
CN23P0094_CB10;N23P0094_CB10;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN23P0094_CB10,N23P0094_CB10,1,OdataApi)
CALIAS_2258348_E;ALIAS_2258348_E;EAST_MIDLANDS;1;8;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CALIAS_2258348_E,ALIAS_2258348_E,1,OdataApi)
CS22907_ANM_MVAR;S22907_ANM_MVAR;EAST_MIDLANDS;1;10;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CS22907_ANM_MVAR,S22907_ANM_MVAR,1,OdataApi)
CS22899_AUTOMATION_EN;S22899_AUTOMATION_EN;EAST_MIDLANDS;1;6;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CS22899_AUTOMATION_EN,S22899_AUTOMATION_EN,1,OdataApi)
CALIAS_575698_E;ALIAS_575698_E;EAST_MIDLANDS;1;2;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_575698_E,ALIAS_575698_E,1,OdataApi)
CN23P0112_ANB4;N23P0112_ANB4;EAST_MIDLANDS;1;7;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CN23P0112_ANB4,N23P0112_ANB4,1,OdataApi)
CALIAS_2217343_E;ALIAS_2217343_E;EAST_MIDLANDS;1;2;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_2217343_E,ALIAS_2217343_E,1,OdataApi)
CN900027_CB04;N900027_CB04;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN900027_CB04,N900027_CB04,1,OdataApi)
CALIAS_2305734_O;ALIAS_2305734_O;EAST_MIDLANDS;1;2;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_2305734_O,ALIAS_2305734_O,1,OdataApi)
CN23P0369_CB02;N23P0369_CB02;EAST_MIDLANDS;1;5;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN23P0369_CB02,N23P0369_CB02,1,OdataApi)
CN23G0127_ANA4;N23G0127_ANA4;EAST_MIDLANDS;1;8;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CN23G0127_ANA4,N23G0127_ANA4,1,OdataApi)
CN51G3006_HBG1;N51G3006_HBG1;EAST_MIDLANDS;1;5;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN51G3006_HBG1,N51G3006_HBG1,1,OdataApi)
CN23P0094_7714;N23P0094_7714;EAST_MIDLANDS;1;9;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CN23P0094_7714,N23P0094_7714,1,OdataApi)
CS23202_AUTOMATION_EN;S23202_AUTOMATION_EN;EAST_MIDLANDS;1;5;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CS23202_AUTOMATION_EN,S23202_AUTOMATION_EN,1,OdataApi)
CALIAS_1241155_E;ALIAS_1241155_E;EAST_MIDLANDS;1;4;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_1241155_E,ALIAS_1241155_E,1,OdataApi)
CALIAS_2899427_E;ALIAS_2899427_E;EAST_MIDLANDS;1;1;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_2899427_E,ALIAS_2899427_E,1,OdataApi)
CN23P0125_ANB1;N23P0125_ANB1;EAST_MIDLANDS;1;7;Data_RealQTimeTag;global;;;ICCPtoOData_Data_RealQTimeTag(CN23P0125_ANB1,N23P0125_ANB1,1,OdataApi)
CS22973_ANM_MVAR_EXP_SP;S22973_ANM_MVAR_EXP_SP;EAST_MIDLANDS;5;1;REAL;POWERON_ZIVWB;;;
CALIAS_6082216_a;ALIAS_6082216_a;EAST_MIDLANDS;1;3;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CALIAS_6082216_a,ALIAS_6082216_a,1,OdataApi)
CN690078_CB120;N690078_CB120;EAST_MIDLANDS;1;5;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN690078_CB120,N690078_CB120,1,OdataApi)
CN51G3006_HB02;N51G3006_HB02;EAST_MIDLANDS;1;5;Data_StateQTimeTag;global;;;ICCPtoOData_Data_StateQTimeTag(CN51G3006_HB02,N51G3006_HB02,1,OdataApi)
